candidate_id,candidate_title,year,cos,meta,final,seed,comp_genres,comp_keywords,comp_cast,comp_director,comp_runtime,comp_language,comp_popularity,comp_vote
24681,White Wedding,2009.0,0.0,0.4489,0.1796,Mamma Mia!,1.0,0.0833,0.0,0.0,0.8825,1.0,0.856,0.906
9358,Final Destination 2,2003.0,0.0,0.4488,0.1795,It Follows,1.0,0.037,0.0,0.0,0.935,1.0,0.9654,0.9277
11954,Lifeforce,1985.0,0.0,0.4486,0.1794,Alien Resurrection,1.0,0.04,0.0,0.0,0.9731,1.0,0.857,0.981
10896,Tin Men,1987.0,0.0,0.4485,0.1794,The Meyerowitz Stories (New and Selected),1.0,0.0,0.0,0.0,1.0,1.0,0.9878,0.983
1382,Me and You and Everyone We Know,2005.0,0.0,0.4484,0.1794,Little Miss Sunshine,1.0,0.0833,0.0,0.0,0.935,1.0,0.8724,0.827
10948,The Fox and the Hound,1981.0,0.0,0.4484,0.1794,Tarzan,1.0,0.0455,0.0,0.0,0.9802,1.0,0.8724,0.9345
1968,Fools Rush In,1997.0,0.0,0.4483,0.1793,Ticket to Paradise,1.0,0.0,0.0,0.0,0.9862,1.0,0.9909,0.9888
9303,Bound,1996.0,0.0,0.4483,0.1793,Good Time,1.0,0.0,0.0,0.0,0.995,1.0,0.9724,0.9992
9382,Boys on the Side,1995.0,0.0,0.4481,0.1793,The Meyerowitz Stories (New and Selected),1.0,0.0,0.0,0.0,0.995,1.0,0.9927,0.9748
1550,Pieces of April,2003.0,0.0,0.448,0.1792,The Meyerowitz Stories (New and Selected),1.0,0.0952,0.0,0.0,0.5863,1.0,0.9972,0.9965
25319,The Masque of the Red Death,1964.0,0.0,0.448,0.1792,Shadow of the Vampire,1.0,0.0,0.0,0.0,0.9862,1.0,0.999,0.975
471609,The Child Remains,2017.0,0.0,0.4477,0.1791,Velvet Buzzsaw,1.0,0.0,0.0,0.0,0.9802,1.0,0.9806,0.9932
2698,Evan Almighty,2007.0,0.0,0.4478,0.1791,Alvin and the Chipmunks,1.0,0.0323,0.0,0.0,0.9912,1.0,0.8956,0.9397
1662,State of Grace,1990.0,0.0,0.4478,0.1791,Uncut Gems,1.0,0.0303,0.0,0.0,0.9994,1.0,0.8853,0.95
1979,Fantastic Four: Rise of the Silver Surfer,2007.0,0.0,0.4478,0.1791,Venom: Let There Be Carnage,1.0,0.0789,0.0,0.0,0.9862,1.0,0.9405,0.7135
9366,Donnie Brasco,1997.0,0.0,0.4477,0.1791,Inside Man,1.0,0.0278,0.0,0.0,0.9978,1.0,0.8796,0.965
1878,Fear and Loathing in Las Vegas,1998.0,0.0,0.4476,0.179,The Life Aquatic with Steve Zissou,1.0,0.0,0.0,0.0,0.9994,1.0,0.9858,0.9663
28288,The Gay Divorcee,1934.0,0.0,0.4475,0.179,Mamma Mia!,1.0,0.0303,0.0,0.0,0.9994,1.0,0.8475,0.981
